Row,Train Error,Validation Error
0,633.48096,891.33356
1,692.84143,867.36005
2,688.1029,955.3411
3,635.4425,819.8156
4,616.87506,757.509
5,576.9851,546.8869
6,584.2055,708.76044
7,522.75903,535.5155
8,507.78207,441.40292
9,494.8228,294.88943
10,521.2464,448.13916
11,489.14032,271.87027
12,455.37793,270.11697
13,470.43375,400.5379
14,393.88208,249.9987
15,383.88046,368.67532
16,423.15176,407.37894
17,387.06406,583.21326
18,388.39233,335.0106
19,385.0439,543.2889
20,380.5638,518.6268
21,351.23904,418.71967
22,332.82983,502.15845
23,333.31485,399.10638
24,312.90958,377.89645
25,305.8234,257.74475
26,318.1191,374.22183
27,290.82758,258.17535
28,293.7481,240.77002
29,289.01294,168.21077
30,283.22482,226.78412
31,270.60965,159.96515
32,261.0347,157.70312
33,237.0622,242.66037
34,242.53076,148.2248
35,239.5013,221.33775
36,232.92297,220.47981
37,212.49677,322.74725
38,231.68808,211.44891
39,211.0369,308.54947
40,213.81387,303.28012
41,184.1579,217.89644
42,201.40768,279.1186
43,185.8129,214.19873
44,179.14961,204.35391
45,190.37407,124.670296
46,173.82513,196.44273
47,159.13805,121.187294
48,164.22705,114.22203
49,150.95612,109.50693
50,145.98802,112.10237
51,149.94063,98.608086
52,148.2409,97.73389
53,135.09872,154.35254
54,128.12338,89.776924
55,129.44026,151.66257
56,121.453384,145.37271
57,135.48427,190.21648
58,126.90636,135.69911
59,124.4087,172.53859
60,120.382484,174.15761
61,107.51846,115.65922
62,115.551865,157.33481
63,109.842514,115.68481
64,103.78785,114.673645
65,104.20368,62.537395
66,103.05245,115.195076
67,103.45393,59.53091
68,93.95976,58.447136
69,98.12369,99.168816
70,96.45199,59.462017
71,90.0755,51.27203
72,86.91211,61.273697
73,88.69386,50.82954
74,87.56295,56.982082
75,85.22879,65.21322
76,76.61897,102.52582
77,76.91862,56.683777
78,80.009735,89.44738
79,76.54247,98.3874
80,75.30859,102.40125
81,71.75994,90.55436
82,67.0821,102.55609
83,66.20757,97.211136
84,68.240585,80.5231
85,67.96034,90.54984
86,72.873825,79.480385
87,63.232414,68.46961
88,63.249577,39.57373
89,66.83596,74.097305
90,63.79331,41.57597
91,64.3979,37.627293
92,66.635544,40.390835
93,58.781086,40.34945
